w1	count	gt_prob
વિકાસના	1	0.00018455
વિતાવવો	1	0.00018455
વિદેશી	1	0.00018455
વિનોદ	1	0.00018455
વિપક્ષના	1	0.00018455
વિરસિંહને	1	0.00018455
વિવાહનો	1	0.00018455
વિશ્વના	1	0.00018455
વિશ્વાસ	1	0.00018455
વિસ્તારના	1	0.00018455
વિસ્તારમાં	1	0.00018455
વીણાએ	1	0.00018455
વીમાનો	1	0.00018455
વૃદ્ધ	1	0.00018455
વૃદ્ધિ	1	0.00018455
વેગનઆર	1	0.00018455
વેચાણો	1	0.00018455
વેધક	1	0.00018455
વેપારીઓને	1	0.00018455
વેરા	1	0.00018455
વેરાકીય	1	0.00018455
વેરાવળ	1	0.00018455
વેરાશાખ	1	0.00018455
વેરો	1	0.00018455
વૈશ્વિક	1	0.00018455
વોટર	1	0.00018455
વ્યક્ત	1	0.00018455
વ્યક્તિગત	1	0.00018455
વ્યવહારો	1	0.00018455
વ્યસ્ત	1	0.00018455
શક્યત	1	0.00018455
શક્યતા	1	0.00018455
શબ્દો	1	0.00018455
શહેરમાં	1	0.00018455
શામળાજી	1	0.00018455
શાસ્ત્રોમાં	1	0.00018455
શીખ્યા	1	0.00018455
શું	1	0.00018455
સંકેત	1	0.00018455
સંપત્તિ	1	0.00018455
સંબંધિત	1	0.00018455
સંમત	1	0.00018455
સંશોધન	1	0.00018455
સંસદમાં	1	0.00018455
સંસ્થા	1	0.00018455
સગર્ભા	1	0.00018455
સગર્ભાવસ્થામાં	1	0.00018455
સજા	1	0.00018455
સત્તાધીશો	1	0.00018455
સત્ય	1	0.00018455
સદ્ગતનું	1	0.00018455
સપોર્ટથી	1	0.00018455
સપ્લાઈ	1	0.00018455
સપ્લાયરની	1	0.00018455
સભ્યોએ	1	0.00018455
સમગ્ર	1	0.00018455
સમજશક્તિ	1	0.00018455
સમજાવેલું	1	0.00018455
સમય	1	0.00018455
સમયમાં	1	0.00018455
સમૃદ્ધ	1	0.00018455
સરકારની	1	0.00018455
સરકારમાં	1	0.00018455
સરદાર	1	0.00018455
સરેરાશ	1	0.00018455
સર્જાવાની	1	0.00018455
સર્મથન	1	0.00018455
સવાલો	1	0.00018455
સહીત	1	0.00018455
સાંચોર	1	0.00018455
સાંભળો	1	0.00018455
સાંસદ	1	0.00018455
સાગબારા	1	0.00018455
સાચી	1	0.00018455
સારવાર	1	0.00018455
સારા	1	0.00018455
સારી	1	0.00018455
સિંધિયાની	1	0.00018455
સિન્ડ્રોમ	1	0.00018455
સિવાય	1	0.00018455
સિસ્ટમ	1	0.00018455
સીરિઝમાં	1	0.00018455
સુખદ	1	0.00018455
સુચના	1	0.00018455
સુધીની	1	0.00018455
સુધીમાં	1	0.00018455
સુનાવણી	1	0.00018455
સુનિલ	1	0.00018455
સુપર	1	0.00018455
સુભાષ	1	0.00018455
સેના	1	0.00018455
સૌથી	1	0.00018455
સ્ક્રિપ	1	0.00018455
સ્ટેટિસ્ટિક્સ	1	0.00018455
સ્ટેટ્સ	1	0.00018455
સ્ટેશનમાં	1	0.00018455
સ્ત્રીઓ	1	0.00018455
સ્થાનીક	1	0.00018455
સ્થાને	1	0.00018455
સ્થાપિત	1	0.00018455
સ્થિતિ	1	0.00018455
સ્મિત	1	0.00018455
સ્વતંત્રતા	1	0.00018455
સ્વવેન	1	0.00018455
સ્વવેના	1	0.00018455
સ્વાગત	1	0.00018455
હકીકત	1	0.00018455
હતાં	1	0.00018455
હરસુખલાલ	1	0.00018455
હરીશભાઇ	1	0.00018455
હશે	1	0.00018455
હાઈકોર્ટના	1	0.00018455
હાજર	1	0.00018455
હાર	1	0.00018455
હાર્ટ	1	0.00018455
હાલ	1	0.00018455
હાલોલ	1	0.00018455
હિંમતનગર	1	0.00018455
હીટિંગ	1	0.00018455
હીરેશનભાઇ	1	0.00018455
હું	1	0.00018455
હેઠળ	1	0.00018455
હોઈ	1	0.00018455
હોટ	1	0.00018455
હોતુ	1	0.00018455
હોય	1	0.00018455
હોવાથી	1	0.00018455
હોસ્પિટલ	1	0.00018455
હોસ્પિટલની	1	0.00018455
હોસ્પિટલનું	1	0.00018455
૧.	1	0.00018455
૧૦.	1	0.00018455
૧૫.	1	0.00018455
૨૦૨૨	1	0.00018455
૩.	1	0.00018455
૩૦	1	0.00018455
૪	1	0.00018455
૪૨	1	0.00018455
૪૫	1	0.00018455
૬	1	0.00018455
૬૦	1	0.00018455
૮	1	0.00018455
૮.	1	0.00018455
૯૭	1	0.00018455
