w1	w2	w3	w4	count	gt_prob
Cup.	Final	years	and	1	0.00000917
Cup.	On	9	July	1	0.00000917
Cup:	2007	Asia	Cup:	1	0.00000917
Cup:	2010,	2016	2018	1	0.00000917
Cup:	2011	ICC	Champions	1	0.00000917
DAV	Jawahar	Vidya	Mandir,	1	0.00000917
DLF	Cup	2006-07,	Dhoni	1	0.00000917
DLS	method	though	Dhoni	1	0.00000917
Dananjaya	off	Yuzvendra	Chahal.	1	0.00000917
De	Montfort	University	in	1	0.00000917
Debut	and	early	years	1	0.00000917
December	2004	in	an	1	0.00000917
December	2004.	Dhoni	made	1	0.00000917
December	2005,	Dhoni	was	1	0.00000917
December	2006	against	South	1	0.00000917
December	2012,	Pakistan	toured	1	0.00000917
December	2014.	Following	the	1	0.00000917
December	2015	for	₹125	1	0.00000917
Dehradun.	Dhoni	and	his	1	0.00000917
Delhi.	Franchise	career	Dhoni	1	0.00000917
Deodhar	Trophy	where	he	1	0.00000917
Deodhar	Trophy,	scoring	244	1	0.00000917
Devaki	Devi.	His	parents	1	0.00000917
Devi.	His	parents	hailed	1	0.00000917
Dhoni	(2012),	a	Tamil	1	0.00000917
Dhoni	([məˈɦeːnd̪ɾə	ˈsɪŋɡʱ	ˈd̪ʱoːniː]	1	0.00000917
Dhoni	Entertainment	entered	into	1	0.00000917
Dhoni	Touch:	unravelling	the	1	0.00000917
Dhoni	aggregated	50	runs	1	0.00000917
Dhoni	and	his	wife	1	0.00000917
Dhoni	and	was	retired	1	0.00000917
Dhoni	announced	his	retirement	1	0.00000917
Dhoni	as	one	of	1	0.00000917
Dhoni	at	ESPNcricinfo	Mahendra	1	0.00000917
Dhoni	at	Wisden	India	1	0.00000917
Dhoni	averaged	more	than	1	0.00000917
Dhoni	averaging	more	than	1	0.00000917
Dhoni	became	a	regular	1	0.00000917
Dhoni	became	the	second	1	0.00000917
Dhoni	being	named	man	1	0.00000917
Dhoni	contributed	seven	catches	1	0.00000917
Dhoni	did	his	schooling	1	0.00000917
Dhoni	displays	a	proclivity	1	0.00000917
Dhoni	dropped	multiple	catches	1	0.00000917
Dhoni	ended	the	series	1	0.00000917
Dhoni	equalled	Adam	Gilchrist's	1	0.00000917
Dhoni	finished	the	season	1	0.00000917
Dhoni	formally	announced	his	1	0.00000917
Dhoni	got	injured	at	1	0.00000917
Dhoni	had	an	excellent	1	0.00000917
Dhoni	handed	over	captaincy	1	0.00000917
Dhoni	has	captained	the	1	0.00000917
Dhoni	has	developed	a	1	0.00000917
Dhoni	has	more	than	1	0.00000917
Dhoni	has	one	of	1	0.00000917
Dhoni	has	scored	4876	1	0.00000917
Dhoni	having	a	good	1	0.00000917
Dhoni	helped	India	A	1	0.00000917
Dhoni	himself	managing	just	1	0.00000917
Dhoni	himself	reached	8000	1	0.00000917
Dhoni	himself	was	out	1	0.00000917
Dhoni	holds	the	bat	1	0.00000917
Dhoni	holds	the	post	1	0.00000917
Dhoni	in	the	middle	1	0.00000917
Dhoni	invested	in	Shaka	1	0.00000917
Dhoni	invested	in	vehicle	1	0.00000917
Dhoni	is	a	co-owner	1	0.00000917
Dhoni	is	a	right-handed	1	0.00000917
Dhoni	is	also	known	1	0.00000917
Dhoni	is	among	the	1	0.00000917
Dhoni	is	an	automotive	1	0.00000917
Dhoni	is	an	unorthodox	1	0.00000917
Dhoni	is	one	of	1	0.00000917
Dhoni	launched	lifestyle	brand	1	0.00000917
Dhoni	led	India	in	1	0.00000917
Dhoni	led	the	Indian	1	0.00000917
Dhoni	led	the	franchise	1	0.00000917
Dhoni	made	84	in	1	0.00000917
Dhoni	made	his	Ranji	1	0.00000917
Dhoni	made	his	T20	1	0.00000917
Dhoni	made	his	debut	1	0.00000917
Dhoni	made	his	first	1	0.00000917
Dhoni	made	his	maiden	1	0.00000917
Dhoni	made	his	test	1	0.00000917
Dhoni	made	it	to	1	0.00000917
Dhoni	married	Sakshi	Singh	1	0.00000917
Dhoni	performed	a	special	1	0.00000917
Dhoni	performing	well	for	1	0.00000917
Dhoni	played	all	the	1	0.00000917
Dhoni	played	for	ACC	1	0.00000917
Dhoni	played	for	India	1	0.00000917
Dhoni	played	for	Jharkhand	1	0.00000917
Dhoni	played	his	last	1	0.00000917
Dhoni	played	in	his	1	0.00000917
Dhoni	played	in	the	1	0.00000917
Dhoni	playing	in	his	1	0.00000917
Dhoni	plays	for	Chennai	1	0.00000917
Dhoni	represented	East	Zone	1	0.00000917
Dhoni	retired	from	test	1	0.00000917
Dhoni	returned	to	CSK	1	0.00000917
Dhoni	said	that	he	1	0.00000917
Dhoni	scored	114	runs	1	0.00000917
Dhoni	scored	139	runs	1	0.00000917
Dhoni	scored	146	runs	1	0.00000917
Dhoni	scored	2987	runs	1	0.00000917
Dhoni	scored	30	runs	1	0.00000917
Dhoni	scored	392	runs	1	0.00000917
Dhoni	scored	414	runs	1	0.00000917
Dhoni	scored	43	runs	1	0.00000917
Dhoni	scored	84	runs	1	0.00000917
Dhoni	scored	91*	against	1	0.00000917
Dhoni	scored	a	century	1	0.00000917
Dhoni	scored	a	half-century	1	0.00000917
Dhoni	scored	half-centuries	in	1	0.00000917
Dhoni	scored	his	maiden	1	0.00000917
Dhoni	scored	two	centuries	1	0.00000917
Dhoni	scoring	ducks	in	1	0.00000917
Dhoni	stepped	down	as	1	0.00000917
Dhoni	stepped	down	from	1	0.00000917
Dhoni	took	his	first	1	0.00000917
Dhoni	top-scored	in	all	1	0.00000917
Dhoni	was	acquired	by	1	0.00000917
Dhoni	was	appointed	captain	1	0.00000917
Dhoni	was	awarded	India's	1	0.00000917
Dhoni	was	awarded	a	1	0.00000917
Dhoni	was	born	on	1	0.00000917
Dhoni	was	identified	as	1	0.00000917
Dhoni	was	later	appointed	1	0.00000917
Dhoni	was	named	vice-captain	1	0.00000917
Dhoni	was	not	selected	1	0.00000917
Dhoni	was	part	of	1	0.00000917
Dhoni	was	subsequently	named	1	0.00000917
Dhoni	who	was	born	1	0.00000917
Dhoni	worked	as	a	1	0.00000917
Dhoni's	contribution	in	the	1	0.00000917
Dhoni's	house	in	Ranchi	1	0.00000917
Dhoni's	life	from	his	1	0.00000917
Dhoni's	popularity	is	often	1	0.00000917
Dhoni,	a	book	by	1	0.00000917
Dhoni.	In	2023,	the	1	0.00000917
Dhoni.	References	External	links	1	0.00000917
Dhoni:	The	Untold	Story,	1	0.00000917
Dhyan	Chand	Khel	Ratna	1	0.00000917
Dhyanchand	Khel	Ratna	award:	1	0.00000917
Dinesh	Karthik.	With	Dhoni	1	0.00000917
Disney+	Hotstar	in	2019	1	0.00000917
Domestic	career	Dhoni	played	1	0.00000917
Dowlin	of	West	Indies	1	0.00000917
Dravid	as	the	wicket-keeper	1	0.00000917
Duff	and	Phelps.	Dhoni's	1	0.00000917
Duleep	Trophy	finals,	Dhoni	1	0.00000917
During	the	2015	Cricket	1	0.00000917
ESPNcricinfo	Mahendra	Singh	Dhoni	1	0.00000917
Early	life	Dhoni	was	1	0.00000917
East	Zone	U-19	squad	1	0.00000917
East	Zone	and	scored	1	0.00000917
East	Zone	in	the	1	0.00000917
East	Zone	lost	all	1	0.00000917
East	Zone	squad	that	1	0.00000917
East	zone	and	Rest	1	0.00000917
Eastern	Railway	zone	of	1	0.00000917
England	in	2014	and	1	0.00000917
England	in	March	2006	1	0.00000917
England,	India	won	by	1	0.00000917
England,	he	went	past	1	0.00000917
England.	Dhoni	took	his	1	0.00000917
England.	Dhoni	was	awarded	1	0.00000917
England.	In	the	second	1	0.00000917
Entertainment	entered	into	a	1	0.00000917
Examiner	(TTE)	at	Kharagpur	1	0.00000917
External	links	Mahendra	Singh	1	0.00000917
FC,	a	franchise	of	1	0.00000917
Faisalabad.	He	scored	106	1	0.00000917
Fame.	Early	life	Dhoni	1	0.00000917
Fame:2025	Others	Dhoni	was	1	0.00000917
February	2005,	Dhoni	played	1	0.00000917
February	2015.	He	lives	1	0.00000917
February	2016,	Dhoni	launched	1	0.00000917
February	2017	for	the	1	0.00000917
February	2017,	he	scored	1	0.00000917
February	2018,	following	the	1	0.00000917
Fields	Limited	(CCL)	team	1	0.00000917
Final	years	and	retirement	1	0.00000917
First	player	to	pass	1	0.00000917
Flintoff	which	led	to	1	0.00000917
Following	the	third	Test	1	0.00000917
Following	the	two-year	suspension	1	0.00000917
Franchise	career	Dhoni	was	1	0.00000917
From	2001	to	2003,	1	0.00000917
Future	Cup	against	South	1	0.00000917
G.O.A.T	that	was	released	1	0.00000917
Gaikwad.	He	marked	his	1	0.00000917
Gilchrist's	international	record	for	1	0.00000917
Government	of	India.	He	1	0.00000917
Gujarat	Lions	were	established	1	0.00000917
Hall	of	Fame.	Early	1	0.00000917
Hall	of	Fame:2025	Others	1	0.00000917
Harare	Sports	Club,	Dhoni	1	0.00000917
Harry,	a	plant-based	protein	1	0.00000917
Hazare	trophy	and	on	1	0.00000917
He	also	co-owns	Ranchi-based	1	0.00000917
He	also	led	the	1	0.00000917
He	captained	the	Indian	1	0.00000917
He	has	also	led	1	0.00000917
He	has	also	played	1	0.00000917
He	has	led	India	1	0.00000917
He	has	scored	16	1	0.00000917
He	has	scored	17,266	1	0.00000917
He	has	scored	more	1	0.00000917
He	has	taken	634	1	0.00000917
He	is	a	powerful	1	0.00000917
He	is	known	for	1	0.00000917
He	lives	in	his	1	0.00000917
He	made	his	debut	1	0.00000917
He	marked	his	250th	1	0.00000917
He	played	as	a	1	0.00000917
He	plays	pull	shots	1	0.00000917
He	plays	the	helicopter	1	0.00000917
He	reached	the	milestone	1	0.00000917
He	received	the	fourth	1	0.00000917
He	returned	to	play	1	0.00000917
He	scored	106	runs	1	0.00000917
He	scored	455	runs	1	0.00000917
He	scored	574	runs	1	0.00000917
He	was	also	named	1	0.00000917
He	was	the	most	1	0.00000917
Highest	eighth	wicket	partnership	1	0.00000917
Highest	score	by	a	1	0.00000917
Hindu	Rajput	family	to	1	0.00000917
His	family	spells	the	1	0.00000917
His	parents	hailed	from	1	0.00000917
Hockey	India	League.	In	1	0.00000917
Honorary	Lieutenant	Colonel,	Parachute	1	0.00000917
Honours	India	T20	World	1	0.00000917
Hotstar	in	2019	which	1	0.00000917
However,	a	month	later,	1	0.00000917
However,	he	scored	just	1	0.00000917
However,	he	was	included	1	0.00000917
I	thought	that	one	1	0.00000917
I	wanted	to	join	1	0.00000917
I'll	be	the	same".	1	0.00000917
ICC	Champions	Trophy	and	1	0.00000917
ICC	Champions	Trophy	in	1	0.00000917
ICC	Champions	Trophy,	India	1	0.00000917
ICC	Champions	Trophy,	being	1	0.00000917
ICC	Champions	Trophy.	However,	1	0.00000917
ICC	Champions	Trophy:	2013	1	0.00000917
ICC	Men's	ODI	Team	1	0.00000917
ICC	Men's	ODI	team	1	0.00000917
ICC	Men's	T20I	team	1	0.00000917
ICC	Men's	Test	Team	1	0.00000917
ICC	ODI	Cricketer	of	1	0.00000917
ICC	ODI	Team	of	1	0.00000917
ICC	ODI	batsman	rankings	1	0.00000917
ICC	People's	Choice	Award:	1	0.00000917
ICC	Spirit	of	cricket	1	0.00000917
ICC	World	Twenty20	where	1	0.00000917
ICC	World	Twenty20,	the	1	0.00000917
ICC	for	2006.	2007	1	0.00000917
ICC	limited	overs	trophies.	1	0.00000917
ICC	test	ranking	for	1	0.00000917
ICC	tournaments.	He	also	1	0.00000917
ICC.	After	the	Champions	1	0.00000917
ICC.	India	won	the	1	0.00000917
IPL	across	the	first	1	0.00000917
IPL	franchise	he	represents	1	0.00000917
IPL	franchise	with	five	1	0.00000917
IPL	title	in	2011.	1	0.00000917
IPL	title.	Dhoni	led	1	0.00000917
IPL,	as	well	as	1	0.00000917
IPL.	Ahead	of	the	1	0.00000917
IPL.	Under	his	captaincy,	1	0.00000917
Icon	of	the	Year:	1	0.00000917
In	2004,	Dhoni	was	1	0.00000917
In	2007,	Dhoni	was	1	0.00000917
In	2007,	he	became	1	0.00000917
In	2008,	Dhoni	was	1	0.00000917
In	2019,	Dhoni	Entertainment	1	0.00000917
In	2019,	Dhoni	invested	1	0.00000917
In	2019,	Jharkhand	Cricket	1	0.00000917
In	2023,	the	Mumbai	1	0.00000917
In	April	2019,	he	1	0.00000917
In	August	2017,	during	1	0.00000917
In	August	2019,	he	1	0.00000917
In	BCCI	Corporate	trophy,	1	0.00000917
In	December	2005,	Dhoni	1	0.00000917
In	December	2012,	Pakistan	1	0.00000917
In	February	2005,	Dhoni	1	0.00000917
In	February	2016,	Dhoni	1	0.00000917
In	June	2025,	he	1	0.00000917
In	November	2013,	Dhoni	1	0.00000917
In	his	last	test,	1	0.00000917
In	popular	culture	A	1	0.00000917
In	the	1998–99,	Dhoni	1	0.00000917
In	the	1999–2000	Cooch	1	0.00000917
In	the	2003/04	season,	1	0.00000917
In	the	2006	ICC	1	0.00000917
In	the	2018	Asia	1	0.00000917
In	the	Carlton	Mid	1	0.00000917
In	the	DLF	Cup	1	0.00000917
In	the	Duleep	Trophy	1	0.00000917
In	the	Indian	Premier	1	0.00000917
In	the	ODI	series	1	0.00000917
In	the	match	against	1	0.00000917
In	the	rain-shortened	final	1	0.00000917
In	the	second	game	1	0.00000917
In	the	second	match	1	0.00000917
In	the	series,	he	1	0.00000917
In	the	test	series	1	0.00000917
In	the	three-match	series,	1	0.00000917
In	the	tri-nation	tournament	1	0.00000917
India	(100*	with	Bhuvneshwar	1	0.00000917
India	200	times	in	1	0.00000917
India	A	and	Pakistan	1	0.00000917
India	A	chase	down	1	0.00000917
India	A	squad	for	1	0.00000917
India	A	squad,	he	1	0.00000917
India	B.	Jharkhand	State	1	0.00000917
India	Cements	Ltd,	the	1	0.00000917
India	League.	In	February	1	0.00000917
India	T20	World	Cup:	1	0.00000917
India	at	Chennai.	Dhoni	1	0.00000917
India	batsman	after	Sachin	1	0.00000917
India	crashing	out	of	1	0.00000917
India	failed	to	win	1	0.00000917
India	finished	as	runners-up	1	0.00000917
India	finished	as	runners-up.	1	0.00000917
India	for	a	bilateral	1	0.00000917
India	in	January	2017,	1	0.00000917
India	in	November	2009	1	0.00000917
India	in	domestic	cricket.	1	0.00000917
India	in	the	2014	1	0.00000917
India	lost	both	the	1	0.00000917
India	lost	to	West	1	0.00000917
India	lost	to	eventual	1	0.00000917
India	recorded	identical	3–1	1	0.00000917
India	remained	unbeaten.	Dhoni	1	0.00000917
India	secure	a	2–1	1	0.00000917
India	seniors	in	Challenger	1	0.00000917
India	to	victory	by	1	0.00000917
India	toured	South	Africa	1	0.00000917
India	toured	West	Indies	1	0.00000917
India	unexpectedly	crashed	out	1	0.00000917
India	until	his	resignation	1	0.00000917
India	where	Dhoni	scored	1	0.00000917
India	won	by	five	1	0.00000917
India	won	its	second	1	0.00000917
India	won	the	away	1	0.00000917
India	won	to	achieve	1	0.00000917
India's	2018	tour	of	1	0.00000917
India's	highest	sport	honour	1	0.00000917
India's	squad	for	the	1	0.00000917
India's	tour	of	Australia	1	0.00000917
India.	He	received	the	1	0.00000917
India.	India	won	its	1	0.00000917
India.	The	innings	would	1	0.00000917
Indian	Army	aircraft	in	1	0.00000917
Indian	Army	in	2011	1	0.00000917
Indian	Army	in	2011.	1	0.00000917
Indian	Cricketer	of	the	1	0.00000917
Indian	ODI	team	in	1	0.00000917
Indian	Premier	League	(IPL),	1	0.00000917
Indian	Premier	League	(IPL).	1	0.00000917
Indian	Premier	League	in	1	0.00000917
Indian	Premier	League	season.	1	0.00000917
Indian	Premier	League:	2010,	1	0.00000917
Indian	Railways.	Youth	career	1	0.00000917
Indian	Super	League.	He	1	0.00000917
Indian	Territorial	Army	(106	1	0.00000917
Indian	Territorial	Army	which	1	0.00000917
Indian	Territorial	Army:	2011	1	0.00000917
Indian	and	fifth	most	1	0.00000917
Indian	and	twelfth	overall	1	0.00000917
Indian	captain	(51)	Most	1	0.00000917
Indian	captain	and	second	1	0.00000917
Indian	captain	in	New	1	0.00000917
Indian	captain	to	have	1	0.00000917
Indian	captain	to	win	1	0.00000917
Indian	captain.	He	has	1	0.00000917
Indian	cricket	team	and	1	0.00000917
Indian	cricket	team	in	1	0.00000917
Indian	cricket	team	on	1	0.00000917
Indian	of	the	Year:	1	0.00000917
Indian	professional	cricketer	who	1	0.00000917
Indian	side	after	the	1	0.00000917
Indian	team	and	served	1	0.00000917
Indian	team	for	the	1	0.00000917
Indian	team	in	332	1	0.00000917
Indian	to	score	more	1	0.00000917
Indian	wicket-keeper	(4876)	Most	1	0.00000917
Indian	wicket-keeper	Most	stumpings	1	0.00000917
Indian	wicket-keeper	and	was	1	0.00000917
Indian	wicket-keeper.	Dhoni	played	1	0.00000917
Indian	wicketkeeper	until	it	1	0.00000917
Indian	win.	Dhoni	played	1	0.00000917
Indians	on	14	April	1	0.00000917
Indies	and	Australia,	though	1	0.00000917
Indies	and	Sri	Lanka	1	0.00000917
Indies	and	failed	to	1	0.00000917
Indies	for	a	tri-nation	1	0.00000917
Indies	in	India	where	1	0.00000917
Indies	in	the	2009	1	0.00000917
Indies.	In	the	series,	1	0.00000917
Individual	MTV	Youth	Icon	1	0.00000917
International	career	Debut	and	1	0.00000917
Ireland	and	the	subsequent	1	0.00000917
It	was	also	the	1	0.00000917
JMM	and	security	was	1	0.00000917
JSCA	stadium's	south	stand	1	0.00000917
Jadeja	handed	over	the	1	0.00000917
Jadeja	was	appointed	the	1	0.00000917
Jaipur	where	he	scored	1	0.00000917
Jammu	and	Kashmir.	While	1	0.00000917
January	2017,	ahead	of	1	0.00000917
Jawahar	Vidya	Mandir,	where	1	0.00000917
Jharkhand	Cricket	Association	named	1	0.00000917
Jharkhand	State	Cricket	Association	1	0.00000917
Jharkhand	in	the	2002–03	1	0.00000917
Jharkhand	later.	He	has	1	0.00000917
Jharkhand	lost	against	Delhi.	1	0.00000917
Jharkhand	team	in	February	1	0.00000917
Jharkhand)	in	a	Hindu	1	0.00000917
Johannesburg.	Dhoni	was	subsequently	1	0.00000917
July	1981	in	Ranchi,	1	0.00000917
July	1981)	is	an	1	0.00000917
July	2010	in	Dehradun.	1	0.00000917
July	2019,	Dhoni	played	1	0.00000917
July	2023.	Dhoni	performed	1	0.00000917
June	2007.	Dhoni	was	1	0.00000917
June	2025,	he	was	1	0.00000917
K.	Nayudu	Trophy	in	1	0.00000917
Karthik.	With	Dhoni	performing	1	0.00000917
Kashmir.	While	spending	a	1	0.00000917
Keemo	Paul.	Dhoni	was	1	0.00000917
Kenya,	India	A	and	1	0.00000917
Kenya.	Against	the	Zimbabwe	1	0.00000917
Keshav	Banerjee.	From	2001	1	0.00000917
Kharagpur	under	South	Eastern	1	0.00000917
Khel	Ratna	Award	by	1	0.00000917
Khel	Ratna	award:	2008	1	0.00000917
Kings	(CSK)	for	US$1.5	1	0.00000917
Kings	(CSK),	leading	them	1	0.00000917
Kings	Indian	Premier	League:	1	0.00000917
Kings	and	Rajasthan	Royals,	1	0.00000917
Kings	from	the	Indian	1	0.00000917
Kings.	Following	the	two-year	1	0.00000917
Kumar	Sangakkara's	record	for	1	0.00000917
Kumar)	Most	dismissals	in	1	0.00000917
LGM	which	was	released	1	0.00000917
Lal.	As	a	batsman,	1	0.00000917
Lanka	during	their	tour	1	0.00000917
Lanka	in	Colombo,	he	1	0.00000917
Lanka	in	early	2007	1	0.00000917
Lanka	in	the	final	1	0.00000917
Lanka	in	the	final.	1	0.00000917
Lanka	with	Dhoni	scoring	1	0.00000917
Lanka's	tour	of	India	1	0.00000917
Lanka.	Dhoni	got	injured	1	0.00000917
Lanka.	In	2007,	he	1	0.00000917
Lankan	bilateral	ODI	series	1	0.00000917
League	(IPL),	Dhoni	plays	1	0.00000917
League	(IPL).	He	was	1	0.00000917
League	T20	titles	in	1	0.00000917
League	Twenty20	title	in	1	0.00000917
League	Twenty20.	Chennai	won	1	0.00000917
League	in	2016	and	1	0.00000917
League	season.	Supergiants	picked	1	0.00000917
League.	He	also	co-owns	1	0.00000917
League.	In	February	2016,	1	0.00000917
League:	2010,	2011,	2018,	1	0.00000917
League:	2010,	2014	Individual	1	0.00000917
Lieutenant	Colonel,	Parachute	Regiment	1	0.00000917
Limited	(CCL)	team	in	1	0.00000917
Lion	for	Disney+	Hotstar	1	0.00000917
Lions	were	established	for	1	0.00000917
Long-off,	and	Midwicket	regions,	1	0.00000917
Long-on,	Long-off,	and	Midwicket	1	0.00000917
Ltd,	the	company	owned	1	0.00000917
Lwali	village	in	Uttar	1	0.00000917
M.S.	Dhoni:	The	Untold	1	0.00000917
MBA	but	his	son	1	0.00000917
MTV	Youth	Icon	of	1	0.00000917
Mahendra	Singh	Dhoni	([məˈɦeːnd̪ɾə	1	0.00000917
Mahendra	Singh	Dhoni,	a	1	0.00000917
Major	Dhyan	Chand	Khel	1	0.00000917
Major	Dhyanchand	Khel	Ratna	1	0.00000917
Man	of	the	Match	1	0.00000917
Man	of	the	Series	1	0.00000917
Man	of	the	match	1	0.00000917
Man	of	the	series.	1	0.00000917
Mandir,	where	he	started	1	0.00000917
Mankad	Trophy	under-16	championship.	1	0.00000917
March	2006	and	177	1	0.00000917
Markram	in	the	third	1	0.00000917
Match	award	while	also	1	0.00000917
May	2007	which	got	1	0.00000917
Melbourne,	Dhoni	announced	his	1	0.00000917
Men's	ODI	Team	of	1	0.00000917
Men's	ODI	team	of	1	0.00000917
Men's	T20I	team	of	1	0.00000917
Men's	Test	Team	of	1	0.00000917
Mid	triangular	series	in	1	0.00000917
Midwicket	regions,	rather	than	1	0.00000917
Montfort	University	in	2011.	1	0.00000917
Most	T20I	innings	(76)	1	0.00000917
Most	catches	as	wicket	1	0.00000917
Most	dismissals	by	an	1	0.00000917
Most	dismissals	in	an	1	0.00000917
Most	international	matches	as	1	0.00000917
Most	not-outs	(84)	Highest	1	0.00000917
Most	number	of	sixes	1	0.00000917
Most	runs	by	an	1	0.00000917
Most	stumpings	(195)	and	1	0.00000917
Most	stumpings	as	wicket-keeper	1	0.00000917
Most	stumpings	by	any	1	0.00000917
Most	wins	by	an	1	0.00000917
Mumbai	Cricket	Association	(MCA)	1	0.00000917
Mumbai	Indians	on	14	1	0.00000917
N.	Srinivasan.	Dhoni	is	1	0.00000917
Nayudu	Trophy	in	the	1	0.00000917
New	Zealand	in	the	1	0.00000917
New	Zealand,	India	lost	1	0.00000917
New	Zealand.	After	beating	1	0.00000917
New	Zealand.	Dhoni	led	1	0.00000917
New	Zealand.	On	15	1	0.00000917
No.	3	in	the	1	0.00000917
No.7	jersey	was	made	1	0.00000917
November	2005.	In	December	1	0.00000917
November	2006,	Dhoni	scored	1	0.00000917
November	2009	which	India	1	0.00000917
November	2013,	Dhoni	became	1	0.00000917
ODI	Cricketer	of	the	1	0.00000917
ODI	against	Bangladesh	and	1	0.00000917
ODI	against	Sri	Lanka	1	0.00000917
ODI	at	Chennai.	Dhoni	1	0.00000917
ODI	at	Jaipur	where	1	0.00000917
ODI	batsman	rankings	for	1	0.00000917
ODI	by	effecting	six	1	0.00000917
ODI	cricket	in	a	1	0.00000917
ODI	cricket.	He	has	1	0.00000917
ODI	in	the	semi-final	1	0.00000917
ODI	in	the	series	1	0.00000917
ODI	matches	and	179	1	0.00000917
ODI	matches.	India	lost	1	0.00000917
ODI	of	the	South	1	0.00000917
ODI	runs	in	Australia.	1	0.00000917
ODI	runs,	becoming	the	1	0.00000917
ODI	series	against	Pakistan.	1	0.00000917
ODI	series	at	home	1	0.00000917
ODI	series	in	Australia.	1	0.00000917
ODI	series	in	England	1	0.00000917
ODI	series	in	May	1	0.00000917
ODI	series	in	October–November	1	0.00000917
ODI	series	in	South	1	0.00000917
ODI	series	that	followed.	1	0.00000917
ODI	side	before	taking	1	0.00000917
ODI	squad	for	the	1	0.00000917
ODI	team	for	the	1	0.00000917
ODI	team	in	the	1	0.00000917
ODI	tournament	and	was	1	0.00000917
ODI	world	cup	after	1	0.00000917
ODI.	Dhoni	was	named	1	0.00000917
ODIs	Most	wins	by	1	0.00000917
ODIs	against	Australia.	India	1	0.00000917
ODIs	and	his	first	1	0.00000917
ODIs	and	was	one	1	0.00000917
ODIs	in	2009,	scoring	1	0.00000917
ODIs	in	February	2018,	1	0.00000917
ODIs	when	he	stumped	1	0.00000917
ODIs.	Dhoni	aggregated	50	1	0.00000917
ODIs.	He	has	scored	1	0.00000917
ODIs.	In	the	Indian	1	0.00000917
October	2022,	Dhoni	invested	1	0.00000917
October–November	2005	and	was	1	0.00000917
On	11	October	2022,	1	0.00000917
On	15	August	2020,	1	0.00000917
On	2	September	2007,	1	0.00000917
On	8	September	2021,	1	0.00000917
On	9	July	2019,	1	0.00000917
Others	Dhoni	was	awarded	1	0.00000917
Outside	cricket	Dhoni	holds	1	0.00000917
Padma	Bhushan	in	2018.	1	0.00000917
Padma	Bhushan:	2018	ICC	1	0.00000917
Padma	Shri	in	2009	1	0.00000917
Padma	Shri:	2009	Honorary	1	0.00000917
Pakistan	A	with	a	1	0.00000917
Pakistan	A,	Dhoni	helped	1	0.00000917
Pakistan	in	the	final.	1	0.00000917
Pakistan	scoring	219	runs	1	0.00000917
Pakistan	toured	India	for	1	0.00000917
Pakistan.	In	the	second	1	0.00000917
Pan	Singh	and	Devaki	1	0.00000917
Para	TA	battalion).	The	1	0.00000917
Parthiv	Patel	and	Dinesh	1	0.00000917
Patel	and	Dinesh	Karthik.	1	0.00000917
Paul.	Dhoni	was	not	1	0.00000917
People's	Choice	Award:	2013	1	0.00000917
Personal	life	Dhoni	married	1	0.00000917
Phelps.	Dhoni's	popularity	is	1	0.00000917
Playing	style	Dhoni	is	1	0.00000917
Post-international	retirement	On	8	1	0.00000917
Pradesh	(now	Uttarakhand)	and	1	0.00000917
Prakash	Raj	where	the	1	0.00000917
Premier	League	(IPL),	Dhoni	1	0.00000917
Premier	League	(IPL).	He	1	0.00000917
Premier	League	in	2016	1	0.00000917
Premier	League	season.	Supergiants	1	0.00000917
Premier	League:	2010,	2011,	1	0.00000917
President's	XI,	East	zone	1	0.00000917
Pune	Supergiants	and	Gujarat	1	0.00000917
Rahul	Dravid	as	the	1	0.00000917
Railway	zone	of	Indian	1	0.00000917
Railways.	Youth	career	He	1	0.00000917
Raj	where	the	plot	1	0.00000917
Rajasthan	Cricket	Association	President's	1	0.00000917
Rajasthan	Royals,	two	new	1	0.00000917
Rajput	family	to	Pan	1	0.00000917
Rajput	in	the	lead	1	0.00000917
Ranchi	Rays,	a	franchise	1	0.00000917
Ranchi	was	vandalised	and	1	0.00000917
Ranchi,	Bihar	(now	in	1	0.00000917
Ranchi,	Dhoni	made	his	1	0.00000917
Ranchi,	Dhoni	said	that	1	0.00000917
Ranchi-based	hockey	club	Ranchi	1	0.00000917
Ranchi.	Dhoni	is	an	1	0.00000917
Ranji	ODI	tournament	and	1	0.00000917
Ranji	Trophy	and	represented	1	0.00000917
Ranji	Trophy	debut	for	1	0.00000917
Ranji	Trophy	season,	he	1	0.00000917
Ranji	Trophy	season.	Apart	1	0.00000917
Ranji	matches.	Dhoni	played	1	0.00000917
Ratna	Award	by	Government	1	0.00000917
Ratna	award:	2008	ICC	1	0.00000917
Ravindra	Jadeja	was	appointed	1	0.00000917
Rawat	on	4	July	1	0.00000917
Rays,	a	franchise	of	1	0.00000917
Records	and	achievements	Tests	1	0.00000917
References	External	links	Mahendra	1	0.00000917
Rest	of	India	in	1	0.00000917
Rising	Pune	Supergiants	and	1	0.00000917
Roar	of	The	Lion	1	0.00000917
Rohit	Sharma	.	He	1	0.00000917
Rohit	Sharma	being	unavailable,	1	0.00000917
Royals,	two	new	franchises	1	0.00000917
Ruturaj	Gaikwad.	He	marked	1	0.00000917
SEVEN	which	he	co-owns	1	0.00000917
Sachin	Tendulkar	to	aggregate	1	0.00000917
Sachin	Tendulkar,	the	highest	1	0.00000917
Saha	in	2018.	In	1	0.00000917
